Timestamp,Student_ID,Event_Name,Event_Type,Department,Rating,Feedback_Comment,Subject_Knowledge_Score,Concept_Clarity_Score,Use_of_PPT,Assignment_Difficulty_Level,Sentiment
03-03-2023 00:00,STU2038,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,4,Positive
06-11-2023 00:00,STU2039,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,3,Positive
27-09-2023 00:00,STU2040,Tech Fest 2023,Fest,It,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,5,Positive
28-01-2023 00:00,STU2041,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,5,Positive
11-03-2023 00:00,STU2042,Tech Fest 2023,Fest,It,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
08-04-2023 00:00,STU2043,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,4,Positive
05-10-2023 00:00,STU2044,Cloud Seminar,Seminar,It,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",1,2,1,5,Neutral
01-05-2023 00:00,STU2045,Tech Fest 2023,Fest,Civil,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,5,Positive
24-12-2023 00:00,STU2046,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,1,Positive
15-06-2023 00:00,STU2047,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,3,Positive
11-05-2023 00:00,STU2048,Cloud Seminar,Seminar,Civil,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,5,Positive
06-02-2023 00:00,STU2049,Tech Fest 2023,Fest,It,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",2,3,1,3,Neutral
05-03-2023 00:00,STU2050,Hackathon,Hackathon,Cs,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,1,Positive
19-02-2023 00:00,STU2051,Tech Fest 2023,Fest,Cs,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",2,2,1,4,Neutral
28-02-2023 00:00,STU2052,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,4,Positive
23-05-2023 00:00,STU2053,Cloud Seminar,Seminar,It,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,1,Positive
27-11-2023 00:00,STU2054,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,3,Positive
19-05-2023 00:00,STU2055,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,2,Positive
25-08-2023 00:00,STU2056,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
03-11-2023 00:00,STU2057,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,3,Positive
25-11-2023 00:00,STU2058,Hackathon,Hackathon,Cs,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,1,Positive
26-02-2023 00:00,STU2059,AI Workshop,Workshop,It,3,"The AI Workshop was decent, but it felt a little bit repetitive in some sections.",2,1,1,5,Neutral
08-07-2023 00:00,STU2060,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,1,Positive
24-02-2023 00:00,STU2061,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,1,Positive
30-10-2023 00:00,STU2062,Cloud Seminar,Seminar,It,2,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,3,1,4,Negative
14-05-2023 00:00,STU2063,Cloud Seminar,Seminar,Cs,1,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,1,1,4,Negative
14-09-2023 00:00,STU2064,Hackathon,Hackathon,It,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",3,1,1,5,Negative
24-12-2023 00:00,STU2065,Tech Fest 2023,Fest,Civil,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,3,1,1,Neutral
01-03-2023 00:00,STU2066,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,2,Positive
11-07-2023 00:00,STU2067,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,1,Positive
27-07-2023 00:00,STU2068,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,4,Positive
27-04-2023 00:00,STU2069,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,5,Positive
17-07-2023 00:00,STU2070,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,1,Positive
07-07-2023 00:00,STU2071,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,5,Positive
22-04-2023 00:00,STU2072,Cloud Seminar,Seminar,Civil,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
20-03-2023 00:00,STU2073,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,1,Positive
20-04-2023 00:00,STU2074,AI Workshop,Workshop,Civil,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,3,1,4,Negative
09-11-2023 00:00,STU2075,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,1,Positive
25-05-2023 00:00,STU2076,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,1,Positive
13-03-2023 00:00,STU2077,Cloud Seminar,Seminar,Cs,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",2,1,1,5,Neutral
15-04-2023 00:00,STU2078,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,3,Positive
25-11-2023 00:00,STU2079,Cloud Seminar,Seminar,Civil,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",3,2,1,3,Neutral
04-01-2023 00:00,STU2080,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,3,Positive
28-07-2023 00:00,STU2081,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,3,Positive
01-11-2023 00:00,STU2082,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,1,Positive
11-09-2023 00:00,STU2083,Hackathon,Hackathon,Mech,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",1,1,1,5,Negative
05-06-2023 00:00,STU2084,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,5,Positive
13-11-2023 00:00,STU2085,Tech Fest 2023,Fest,Mech,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",2,3,1,3,Neutral
13-07-2023 00:00,STU2086,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,5,Positive
11-04-2023 00:00,STU2087,Hackathon,Hackathon,Mech,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",1,1,1,3,Neutral
15-02-2023 00:00,STU2088,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,1,Positive
17-05-2023 00:00,STU2089,Hackathon,Hackathon,Civil,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",2,3,1,4,Neutral
08-08-2023 00:00,STU2090,Tech Fest 2023,Fest,Mech,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",2,1,1,3,Negative
16-09-2023 00:00,STU2091,Cloud Seminar,Seminar,It,1,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,2,1,5,Negative
29-08-2023 00:00,STU2092,Hackathon,Hackathon,It,2,"I hated the Hackathon, it was terrible and a complete waste of time today.",2,1,1,2,Negative
21-09-2023 00:00,STU2093,Hackathon,Hackathon,Cs,4,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
10-12-2023 00:00,STU2094,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,5,Positive
20-03-2023 00:00,STU2095,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,1,Positive
15-09-2023 00:00,STU2096,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,5,Positive
20-08-2023 00:00,STU2097,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,5,Positive
13-04-2023 00:00,STU2098,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,1,Positive
01-03-2023 00:00,STU2099,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,5,Positive
20-09-2023 00:00,STU2100,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
13-05-2023 00:00,STU2101,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,2,Positive
25-06-2023 00:00,STU2102,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,2,Positive
18-09-2023 00:00,STU2103,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,3,Positive
05-11-2023 00:00,STU2104,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,2,Positive
07-03-2023 00:00,STU2105,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,3,Positive
23-01-2023 00:00,STU2106,Hackathon,Hackathon,Cs,3,"The Hackathon was decent, but it felt a little bit repetitive in some sections.",3,3,1,2,Neutral
20-06-2023 00:00,STU2107,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,3,Positive
31-03-2023 00:00,STU2108,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
19-02-2023 00:00,STU2109,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,4,Positive
01-11-2023 00:00,STU2110,Tech Fest 2023,Fest,Cs,3,"The Tech Fest 2023 was decent, but it felt a little bit repetitive in some sections.",1,3,1,1,Neutral
27-11-2023 00:00,STU2111,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,2,Positive
26-02-2023 00:00,STU2112,Tech Fest 2023,Fest,Cs,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,3,Positive
11-11-2023 00:00,STU2113,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
05-06-2023 00:00,STU2114,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
21-05-2023 00:00,STU2115,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,2,Positive
04-09-2023 00:00,STU2116,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
08-11-2023 00:00,STU2117,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,1,Positive
24-02-2023 00:00,STU2118,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,5,Positive
08-11-2023 00:00,STU2119,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,3,Positive
18-10-2023 00:00,STU2120,Tech Fest 2023,Fest,It,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,3,Positive
08-09-2023 00:00,STU2121,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,1,Positive
14-03-2023 00:00,STU2122,Hackathon,Hackathon,Cs,1,"I hated the Hackathon, it was terrible and a complete waste of time today.",3,3,1,5,Negative
30-04-2023 00:00,STU2123,AI Workshop,Workshop,Civil,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,2,1,1,Negative
19-10-2023 00:00,STU2124,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,3,Positive
30-03-2023 00:00,STU2125,Cloud Seminar,Seminar,Mech,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,3,Positive
17-12-2023 00:00,STU2126,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,5,Positive
02-04-2023 00:00,STU2127,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
29-07-2023 00:00,STU2128,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,1,Positive
02-03-2023 00:00,STU2129,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,2,Positive
06-06-2023 00:00,STU2130,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,5,Positive
20-07-2023 00:00,STU2131,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,2,Positive
04-11-2023 00:00,STU2132,AI Workshop,Workshop,Civil,4,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,1,Positive
30-04-2023 00:00,STU2133,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,3,Positive
23-04-2023 00:00,STU2134,AI Workshop,Workshop,Cs,2,"I hated the AI Workshop, it was terrible and a complete waste of time today.",1,1,1,2,Negative
29-11-2023 00:00,STU2135,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,2,Positive
02-05-2023 00:00,STU2136,Hackathon,Hackathon,It,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
20-06-2023 00:00,STU2137,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,3,Positive
28-11-2023 00:00,STU2138,AI Workshop,Workshop,Civil,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,1,Positive
12-07-2023 00:00,STU2139,AI Workshop,Workshop,Mech,4,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,3,Positive
17-03-2023 00:00,STU2140,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,4,Positive
22-10-2023 00:00,STU2141,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,1,Positive
26-08-2023 00:00,STU2142,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,4,1,4,Positive
05-07-2023 00:00,STU2143,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,4,1,4,Positive
08-10-2023 00:00,STU2144,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,5,Positive
16-06-2023 00:00,STU2145,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,4,5,1,2,Positive
27-06-2023 00:00,STU2146,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,3,Positive
08-07-2023 00:00,STU2147,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,5,Positive
25-07-2023 00:00,STU2148,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,1,Positive
11-10-2023 00:00,STU2149,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,2,Positive
06-06-2023 00:00,STU2150,Tech Fest 2023,Fest,Civil,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",2,1,1,3,Negative
13-05-2023 00:00,STU2151,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,3,Positive
15-08-2023 00:00,STU2152,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
20-05-2023 00:00,STU2153,Hackathon,Hackathon,Civil,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,2,Positive
12-06-2023 00:00,STU2154,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,5,5,1,2,Positive
25-12-2023 00:00,STU2155,AI Workshop,Workshop,Mech,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,2,Positive
14-01-2023 00:00,STU2156,Tech Fest 2023,Fest,Civil,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,4,Positive
18-10-2023 00:00,STU2157,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,5,Positive
01-04-2023 00:00,STU2158,Hackathon,Hackathon,Mech,4,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,5,Positive
12-01-2023 00:00,STU2159,Hackathon,Hackathon,It,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,4,Positive
13-08-2023 00:00,STU2160,Cloud Seminar,Seminar,Mech,3,"The Cloud Seminar was decent, but it felt a little bit repetitive in some sections.",1,3,1,4,Neutral
21-04-2023 00:00,STU2161,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,5,Positive
27-07-2023 00:00,STU2162,Tech Fest 2023,Fest,Civil,2,"I hated the Tech Fest 2023, it was terrible and a complete waste of time today.",3,1,1,2,Negative
07-04-2023 00:00,STU2163,Tech Fest 2023,Fest,It,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,4,Positive
05-09-2023 00:00,STU2164,Cloud Seminar,Seminar,Mech,5,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,1,Positive
07-05-2023 00:00,STU2165,AI Workshop,Workshop,It,5,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,1,Positive
21-02-2023 00:00,STU2166,Cloud Seminar,Seminar,Civil,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,4,1,4,Positive
16-06-2023 00:00,STU2167,Cloud Seminar,Seminar,Mech,1,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",2,3,1,5,Negative
27-06-2023 00:00,STU2168,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,5,Positive
13-06-2023 00:00,STU2169,AI Workshop,Workshop,Cs,4,The AI Workshop was an amazing and highly informative experience for all students.,5,5,1,3,Positive
14-07-2023 00:00,STU2170,Cloud Seminar,Seminar,Cs,2,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",3,1,1,4,Negative
09-01-2023 00:00,STU2171,Cloud Seminar,Seminar,Civil,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,4,1,4,Positive
06-03-2023 00:00,STU2172,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,4,1,2,Positive
26-07-2023 00:00,STU2173,Hackathon,Hackathon,Mech,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
26-10-2023 00:00,STU2174,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,4,1,5,Positive
16-12-2023 00:00,STU2175,Cloud Seminar,Seminar,It,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,1,Positive
26-06-2023 00:00,STU2176,Cloud Seminar,Seminar,Cs,4,The Cloud Seminar was an amazing and highly informative experience for all students.,5,5,1,4,Positive
23-02-2023 00:00,STU2177,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,5,4,1,1,Positive
26-07-2023 00:00,STU2178,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,2,Positive
14-01-2023 00:00,STU2179,Cloud Seminar,Seminar,Cs,2,"I hated the Cloud Seminar, it was terrible and a complete waste of time today.",1,3,1,3,Negative
24-05-2023 00:00,STU2180,Hackathon,Hackathon,Cs,5,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,4,Positive
23-10-2023 00:00,STU2181,AI Workshop,Workshop,Civil,1,"I hated the AI Workshop, it was terrible and a complete waste of time today.",3,1,1,3,Negative
16-08-2023 00:00,STU2182,Tech Fest 2023,Fest,Mech,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,1,Positive
11-02-2023 00:00,STU2183,Cloud Seminar,Seminar,Cs,5,The Cloud Seminar was an amazing and highly informative experience for all students.,4,5,1,2,Positive
12-05-2023 00:00,STU2184,Tech Fest 2023,Fest,Mech,4,The Tech Fest 2023 was an amazing and highly informative experience for all students.,5,5,1,4,Positive
11-09-2023 00:00,STU2185,Hackathon,Hackathon,Civil,4,The Hackathon was an amazing and highly informative experience for all students.,4,5,1,2,Positive
27-07-2023 00:00,STU2186,AI Workshop,Workshop,Cs,5,The AI Workshop was an amazing and highly informative experience for all students.,4,4,1,3,Positive
20-01-2023 00:00,STU2187,Tech Fest 2023,Fest,Cs,5,The Tech Fest 2023 was an amazing and highly informative experience for all students.,4,5,1,5,Positive
